"latitude","longitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","ocean_proximity_INLAND","ocean_proximity_ISLAND","ocean_proximity_NEAR BAY","ocean_proximity_NEAR OCEAN","median_house_value"
34.23,-118.55,25,4409,1018,4579,1010,2.8727,0,0,0,0,245100
39.03,-121.12,17,838,161,388,142,3.6563,1,0,0,0,163500
33.83,-118.34,35,1818,353,853,321,5.8972,0,0,0,0,350900
33.69,-117.99,17,3386,729,1715,666,3.7479,0,0,0,0,213000
34.1,-117.65,44,1526,337,831,326,3.0284,1,0,0,0,115800
36.56,-119.25,35,1675,373,1131,316,1.6722,1,0,0,0,59100
34.06,-118.35,52,3446,1360,1768,1245,2.4722,0,0,0,0,500001
34.03,-118.25,52,1274,418,1655,368,2.1905,0,0,0,0,124000
37.78,-122.48,44,3371,794,1738,753,3.1653,0,0,1,0,335300
37.59,-122.49,35,2683,475,1498,484,5.1282,0,0,0,1,262500
36.78,-119.75,28,3257,752,1981,712,2.293,1,0,0,0,71700
37.65,-121.01,47,1713,334,570,297,2.1969,1,0,0,0,149400
35.32,-119.08,8,11609,2141,5696,2100,5.0012,1,0,0,0,106300
35.38,-119.02,52,90,35,36,31,0.8054,1,0,0,0,60000
40.6,-122.37,7,5178,1336,2557,1283,2.4079,1,0,0,0,111400
33.87,-117.85,15,5078,806,2569,759,5.6549,0,0,0,0,301900
35.12,-118.01,15,1926,361,917,316,3.3889,1,0,0,0,68500
33.92,-118.02,35,2075,424,1312,396,3.7969,0,0,0,0,164800
34.03,-117.64,11,2050,382,1044,371,4.8281,1,0,0,0,137000
34,-117.99,26,2988,397,1371,415,6.6988,0,0,0,0,382500
33.91,-118.02,35,1337,234,692,235,5.1155,0,0,0,0,213700
35.34,-119.01,36,973,219,613,187,1.5625,1,0,0,0,46700
34.06,-117.64,43,763,219,851,198,1.7292,1,0,0,0,79200
34.19,-118.39,25,3794,989,2454,876,2.9982,0,0,0,0,204200
38.38,-122.82,27,2565,479,1227,467,4.5132,0,0,0,0,259900
37.35,-122.06,31,1795,281,872,282,8.0599,0,0,0,0,381800
38.42,-122.55,24,2220,411,894,365,4.2891,0,0,0,0,211700
32.8,-117.2,33,2573,436,1084,443,4.2417,0,0,0,1,294100
33.92,-118.25,44,1737,363,1184,343,2.5363,0,0,0,0,95900
37.77,-122.42,52,1176,493,1136,436,1.375,0,0,1,0,312500
37.8,-122.2,52,1547,293,706,268,4.7721,0,0,1,0,217100
38.35,-122,38,1918,364,745,348,2.5707,1,0,0,0,126000
37.9,-120.28,17,1047,212,530,196,2.1538,1,0,0,0,153300
34.01,-118.14,46,1746,447,1296,392,2.3929,0,0,0,0,156800
32.87,-117,18,11544,1979,6296,1923,4.4904,0,0,0,0,150400
37.73,-122.44,46,3581,758,1670,703,4.1932,0,0,1,0,269200
32.69,-117.11,36,1421,367,1418,355,1.9425,0,0,0,1,93400
37.29,-120.46,30,2972,635,1940,590,2.3594,1,0,0,0,72300
39.05,-121.07,10,1813,311,827,287,3.6087,1,0,0,0,182100
34.07,-117.93,36,1207,209,683,213,5.3559,0,0,0,0,207300
32.76,-117.14,35,2539,661,1308,629,2.6777,0,0,0,1,146400
35.37,-120.89,29,2046,588,846,410,1.65,0,0,0,1,227300
33.8,-118.36,34,2629,369,966,375,10.1241,0,0,0,1,500001
33.69,-117.53,6,454,102,213,43,10.9704,0,0,0,0,483300
34.03,-117.59,16,3443,562,2130,564,5.0769,1,0,0,0,161400
35.39,-118.99,39,2228,542,1516,435,1.6009,1,0,0,0,48800
33.98,-118.04,50,1951,458,1362,454,3,0,0,0,0,163200
33.78,-118.16,33,2048,585,2074,597,2.0156,0,0,0,1,152700
38,-122.32,32,2275,397,1233,418,4.0437,0,0,1,0,162800
41.73,-122.64,36,3319,664,1492,631,1.8694,1,0,0,0,71200
37.56,-122.32,9,1150,287,377,243,3.8317,0,0,0,1,237500
37.34,-121.84,27,2512,526,3033,526,4.25,0,0,0,0,162900
38.12,-122.25,47,1339,298,794,286,2.5865,0,0,1,0,109800
37.97,-121.98,26,2714,390,1232,409,5.9617,1,0,0,0,231100
33.84,-118.22,35,1131,273,1007,269,4.0219,0,0,0,0,168300
33.71,-117.88,20,1738,509,1403,411,3.1742,0,0,0,0,245000
36.76,-119.74,36,912,216,842,219,1.4766,1,0,0,0,52800
37.96,-121.29,48,1778,541,1237,462,1.3438,1,0,0,0,103100
32.64,-116.99,15,4331,699,2046,627,3.9519,0,0,0,1,193500
38.42,-120.65,23,1538,305,730,267,2.6078,1,0,0,0,116700
36.75,-121.76,21,1141,257,671,195,3.8424,0,0,0,0,155700
36.93,-121.79,19,2512,509,1856,537,3.1815,0,0,0,0,189100
37.6,-122.04,17,3314,638,1873,602,4.3875,0,0,1,0,238500
34.14,-117.9,35,2259,505,1561,509,3.3043,0,0,0,0,155500
33.94,-117.95,31,2237,431,1135,434,4.45,0,0,0,0,267900
33.71,-116.68,21,3460,711,658,255,3.5882,1,0,0,0,161100
34.03,-118.45,45,727,168,520,175,2.6528,0,0,0,0,300000
33.89,-118.35,25,1769,440,1371,414,3.0833,0,0,0,0,232700
33.96,-118.22,35,1437,474,2113,484,2.6179,0,0,0,0,158800
38.35,-121.96,20,1415,266,667,250,4.0938,1,0,0,0,117300
36.65,-120.25,31,1177,221,744,223,2.4937,1,0,0,0,66000
37.94,-122.05,22,4162,1194,1804,1185,2.5459,0,0,1,0,179300
37.66,-120.93,10,7566,1348,3227,1199,4.744,1,0,0,0,148100
34,-118.48,29,1727,479,741,431,3.6121,0,0,0,0,500000
33.94,-118.22,40,930,258,1203,244,2.5938,0,0,0,0,115400
34.27,-118.42,37,1024,246,1371,239,3.225,0,0,0,0,147500
39.7,-121.81,21,5051,1054,2948,980,1.5863,1,0,0,0,81300
34.1,-117.65,30,1461,341,1014,345,2.4667,1,0,0,0,106000
33.85,-118.03,23,5495,1141,2873,1004,3.9156,0,0,0,0,224100
36.31,-119.3,16,2234,357,1150,361,4.2778,1,0,0,0,97300
33.81,-117.26,22,4249,922,2405,846,2.1549,1,0,0,0,146500
38,-121.83,15,6365,1646,3838,1458,2.5495,1,0,0,0,103600
39.17,-122.91,44,202,42,142,39,4.35,1,0,0,0,68300
37.34,-120.5,16,1245,231,956,219,3.4559,1,0,0,0,108000
37.83,-122.26,52,1470,330,689,309,3.48,0,0,1,0,191400
34.03,-118.47,32,3024,784,1323,740,3.3889,0,0,0,0,347900
34.03,-118.56,34,2095,343,662,299,8.2934,0,0,0,0,500001
38.05,-122.16,34,2434,428,926,423,4.6776,0,0,1,0,208300
32.8,-117.28,20,1838,540,615,325,3.5486,0,0,0,1,193800
39.08,-122.86,24,3127,674,1015,448,2.0417,1,0,0,0,78800
37.31,-120.49,45,1834,421,1405,407,2.0521,1,0,0,0,72400
34.12,-116.4,16,5648,1089,2524,1008,2.6739,1,0,0,0,78000
38.01,-122.45,36,4501,832,2196,800,4.3182,0,0,1,0,252700
38.48,-122.75,4,6487,1112,2958,1131,4.5417,0,0,0,0,197400
32.74,-117.22,41,2621,542,1074,471,2.4016,0,0,0,1,287500
33.84,-118.1,36,1915,316,850,319,4.7222,0,0,0,0,225800
36.72,-119.57,11,2510,460,1248,445,3.6161,1,0,0,0,99500
34.03,-118.31,46,2173,510,1343,476,2.025,0,0,0,0,135500
34.93,-120.44,16,2098,558,1252,492,2.1509,0,0,0,0,67500
34.28,-119.25,36,1530,341,703,317,3.5819,0,0,0,1,231900
39.22,-121.09,25,2200,439,1045,419,2.6042,1,0,0,0,116700
34.24,-117.26,10,4750,844,1220,428,4.5536,1,0,0,0,132400
33.2,-117.36,26,2447,482,1405,486,3.2917,0,0,0,1,150800
35.03,-117.82,30,2555,510,1347,467,3.3693,1,0,0,0,71800
37.46,-122.18,40,2529,293,831,258,15.0001,0,0,1,0,500001
38.32,-122.49,30,1631,284,788,284,3.3098,0,0,0,0,195500
39.82,-120.38,10,1262,258,510,209,2.1667,1,0,0,0,92800
33.94,-117.92,30,2506,394,1255,421,4.7813,0,0,0,0,198200
34.2,-118.49,35,1109,206,515,202,5.2118,0,0,0,0,215800
37.83,-122.27,48,1798,432,987,374,1.0972,0,0,1,0,104500
37.3,-121.87,28,859,199,455,211,2.3293,0,0,0,0,215900
32.82,-115.37,14,1276,270,867,261,1.9375,1,0,0,0,80900
37.88,-122.26,52,2604,837,1798,769,1.725,0,0,1,0,287500
38.15,-122.26,16,3921,727,2830,680,4.5053,0,0,1,0,123700
34.3,-118.43,37,1394,313,1111,327,3.6023,0,0,0,0,161800
38.94,-122.62,14,1731,400,638,282,2.3179,1,0,0,0,57500
33.84,-118.16,36,2220,367,1002,351,5.0719,0,0,0,0,219500
36.97,-120.06,35,1859,428,1208,399,1.4044,1,0,0,0,61700
33.81,-118.32,28,2142,445,1140,422,4.8438,0,0,0,0,346200
33.67,-117.61,3,4541,720,1600,583,6.8004,0,0,0,0,284900
37.51,-122.27,39,3996,793,1744,761,4.5075,0,0,0,1,364900
39.8,-121.6,10,1742,307,721,312,2.4537,1,0,0,0,117900
33.83,-117.98,17,3506,992,2104,893,3.3006,0,0,0,0,185800
34.49,-117.34,9,3293,585,1678,530,3.2941,1,0,0,0,98300
34.13,-117.67,10,2846,362,1221,355,7.7234,1,0,0,0,304100
34.27,-119.28,43,403,77,156,85,4.6667,0,0,0,1,384600
38.99,-123.39,28,1416,294,812,258,3.4063,0,0,0,0,109400
37.63,-121.02,35,1591,364,1290,352,1.564,1,0,0,0,81800
33.8,-118.21,41,1251,279,1053,278,3.2778,0,0,0,1,150800
34.25,-119.12,31,737,146,1436,168,3.5625,0,0,0,1,194100
33.05,-117.26,14,2323,373,1057,372,6.2513,0,0,0,1,240900
33.65,-117.83,8,2149,426,950,399,4.1103,0,0,0,0,250400
37.31,-121.92,34,876,150,424,163,5.2769,0,0,0,0,241100
37.9,-122.54,41,3170,622,1091,528,3.7813,0,0,1,0,389200
37.8,-122.25,52,2087,510,1197,488,3.0149,0,0,1,0,218400
32.8,-117.2,36,4018,1067,1620,842,2.3599,0,0,0,1,168400
32.79,-117.23,28,2453,648,1082,617,3.625,0,0,0,1,266700
34.17,-118.41,27,3277,648,1382,615,3.875,0,0,0,0,366100
38.69,-121.27,16,3389,597,1674,568,4.4489,1,0,0,0,145600
33.75,-117.86,31,1761,515,1810,468,1.9309,0,0,0,0,173400
34.11,-118.08,42,2628,525,1494,523,3.9464,0,0,0,0,257200
38.73,-121.44,25,1287,224,727,236,4.7396,1,0,0,0,135500
35.24,-120.52,5,4413,804,2003,725,5.0267,0,0,0,0,253300
32.71,-117.09,29,2238,523,2061,504,2.5559,0,0,0,1,96800
33.97,-118.08,36,1620,298,1258,309,3.9773,0,0,0,0,166700
40.78,-124.13,34,2142,420,1056,382,2.1101,0,0,0,1,86900
33.9,-118.11,35,2604,495,1465,470,4.4896,0,0,0,0,184600
36.97,-121.97,15,2849,668,1546,582,2.7587,0,0,0,1,228600
37.79,-122.5,52,8,1,13,1,15.0001,0,0,1,0,500001
32.98,-117.31,17,2789,648,849,345,4.1012,0,0,0,1,244700
38.5,-122.63,19,2107,332,874,341,5.7819,0,0,0,0,265600
36.19,-119.1,17,1564,396,713,362,1.6186,1,0,0,0,77100
33.67,-117.31,9,981,169,596,156,3.1832,0,0,0,0,157400
37.7,-122.1,25,2973,622,1413,595,4.3819,0,0,1,0,209200
34.1,-118.14,52,4061,861,2290,790,2.8919,0,0,0,0,258400
33.82,-118.3,35,1499,340,1141,326,2.6136,0,0,0,0,213600
36.8,-119.69,31,2576,458,1306,418,3.2813,1,0,0,0,68700
37.58,-122.04,14,14917,2708,8012,2606,5.6277,0,0,1,0,269800
33.94,-118.18,43,2724,612,2340,570,2.7,0,0,0,0,165000
34.12,-118.15,43,1810,427,742,429,3.8529,0,0,0,0,350000
34.3,-118.52,17,4542,621,2144,597,8.8467,0,0,0,0,450700
38.57,-121.49,49,1334,492,634,421,1.7568,1,0,0,0,93800
33.85,-118.13,36,1885,391,1049,405,3.55,0,0,0,0,212800
38.44,-122.68,36,1311,259,648,268,3.4545,0,0,0,0,161200
38.43,-121.22,20,2054,339,934,336,4.5368,1,0,0,0,219300
34.18,-118.1,47,2168,352,902,361,5.894,1,0,0,0,300900
34.2,-118.62,32,3233,553,1678,545,5.0025,0,0,0,0,234900
36.83,-119.76,17,3690,628,1888,601,4.0196,1,0,0,0,84200
36.13,-119.13,28,1673,385,1434,371,2.0586,1,0,0,0,40900
33.86,-118.27,33,1685,333,1484,318,4.3527,0,0,0,0,167000
33.79,-117.95,34,2912,520,1625,501,4.4667,0,0,0,0,190600
34.17,-119.17,42,1411,300,1295,339,2.6667,0,0,0,1,164900
34.38,-119.86,26,1626,375,1580,359,2.1471,0,0,0,1,187500
33.69,-118.01,3,945,115,337,123,11.5199,0,0,0,0,500001
37.79,-122.21,35,1745,409,1143,386,2.875,0,0,1,0,143800
37.37,-122.01,11,2559,694,1309,668,4.1847,0,0,0,0,167300
33.18,-117.19,7,3561,722,1921,657,4.1128,0,0,0,0,209700
39.43,-121.32,18,1860,409,741,349,1.8672,1,0,0,0,84700
38.94,-119.98,25,1339,328,503,219,1.9018,1,0,0,0,109700
37.77,-121.61,32,404,74,144,58,4.2083,1,0,0,0,125000
38.16,-121.22,24,4411,776,2038,732,3.475,1,0,0,0,151200
35.29,-120.66,23,1932,487,1380,472,1.9647,0,0,0,1,253600
38.46,-121.43,18,1378,235,818,262,4.0625,1,0,0,0,100300
40.16,-123.82,19,2283,634,1184,453,1.2227,0,0,0,0,76800
34.06,-118.12,25,1137,293,800,281,2.4286,0,0,0,0,233300
32.82,-117.11,17,1787,330,1341,314,2.875,0,0,0,1,112500
37.4,-122.02,35,2348,531,1475,498,4.35,0,0,0,0,261000
34.24,-116.86,19,5411,1042,441,185,3.1324,1,0,0,0,132000
34.03,-118.3,40,1695,374,1138,357,2.7125,0,0,0,0,150000
38.64,-121.3,20,5001,830,2330,830,4.0833,1,0,0,0,160000
33.74,-118.28,40,1751,512,1939,503,1.5394,0,0,0,1,200000
38.46,-122.72,35,1445,309,795,308,2.9073,0,0,0,0,157000
36.41,-119.69,38,1016,202,540,187,2.2885,1,0,0,0,75000
33.95,-118.36,42,2532,627,2038,591,2.875,0,0,0,0,177500
34.01,-118.35,33,3246,601,1585,603,3.6629,0,0,0,0,353200
38.93,-119.98,28,1194,272,494,203,2.3281,1,0,0,0,85800
37.58,-121.47,14,1594,292,887,287,4.6625,1,0,0,0,294000
33.48,-117.7,10,3458,638,1156,470,6.3579,0,0,0,0,336700
34.12,-117.56,4,6956,1271,3455,1228,4.7193,1,0,0,0,178700
33.79,-118.13,44,2153,375,947,364,5.0072,0,0,0,1,236200
37.58,-122.37,52,2188,361,917,357,4.4,0,0,0,1,500000
32.57,-117.08,9,6298,1512,4451,1456,2.569,0,0,0,1,88300
33.97,-118.03,36,2149,527,1359,481,2.824,0,0,0,0,167900
38.36,-121.96,11,3208,790,1772,694,2.7434,1,0,0,0,218800
38.68,-121.33,13,5826,1411,2244,1219,1.9093,1,0,0,0,142900
37.66,-122.04,10,2031,357,867,352,5.3169,0,0,1,0,299200
33.91,-117.45,29,2320,422,1358,415,3.7333,1,0,0,0,121400
33.93,-118.3,35,1300,356,1216,326,1.2,0,0,0,0,99200
34.28,-118.7,27,727,136,467,144,3.7188,0,0,0,0,250000
33.7,-117.77,15,1392,267,681,263,5.4248,0,0,0,0,187200
38.4,-122.73,30,3689,746,2250,697,2.975,0,0,0,0,157300
32.7,-117.02,22,2756,516,1849,486,4.1837,0,0,0,1,125400
33.81,-117.87,15,3082,536,1268,531,3.7604,0,0,0,0,280100
34.02,-118.28,52,281,103,470,96,1.9375,0,0,0,0,38800
33.04,-116.61,11,2522,538,616,269,3.875,1,0,0,0,198100
38.61,-121.28,23,2547,504,1235,469,2.4722,1,0,0,0,103300
35.32,-120.83,11,3252,701,1814,660,3.2226,0,0,0,1,183200
38.67,-121.3,23,2145,340,1022,349,4.2037,1,0,0,0,125400
37.29,-120.49,17,2414,594,2487,582,1.0955,1,0,0,0,62700
38.32,-122.31,33,2463,421,1235,465,3.7045,0,0,1,0,161500
33.85,-118.24,25,9594,1489,5237,1496,5.9684,0,0,0,0,193300
34.05,-118.74,19,3487,686,2782,584,7.9184,0,0,0,1,500001
38.01,-121.36,16,2178,667,1192,579,2.3339,1,0,0,0,87100
37.08,-122.08,35,1541,297,791,277,4.425,0,0,0,1,204800
35.33,-118.99,36,1590,367,1311,390,1.6786,1,0,0,0,52900
32.76,-117.04,43,3171,665,1534,625,3.141,0,0,0,1,141400
37.65,-120.93,1,2254,328,402,112,4.25,1,0,0,0,189200
37.64,-121.01,33,693,207,598,192,1.0217,1,0,0,0,81300
33.96,-118.09,36,3271,603,2593,616,3.3621,0,0,0,0,169700
33.85,-118.07,16,3771,606,2196,564,7.0113,0,0,0,0,319700
38.39,-121.98,3,9488,1417,4095,1335,5.1781,1,0,0,0,191900
36.8,-119.73,15,2376,538,1197,510,3.1417,1,0,0,0,74600
40.58,-122.4,40,3895,929,1782,910,1.3329,1,0,0,0,78200
34.01,-118.09,31,1108,238,1151,229,4.3333,0,0,0,0,149500
33.61,-117.85,14,4340,741,1505,670,7.5674,0,0,0,0,500001
33.63,-117.91,30,2071,412,1081,412,4.9125,0,0,0,0,335700
32.71,-117.14,34,1694,455,1467,425,2.1164,0,0,0,1,139400
33.79,-118.16,25,5463,1265,3010,1179,3.233,0,0,0,1,199100
35.55,-119.36,29,510,84,236,73,2.7,1,0,0,0,125000
34.1,-118.08,36,2679,548,1605,533,3.5313,0,0,0,0,213200
38.55,-121.51,45,3032,631,1341,597,2.8417,1,0,0,0,137900
39.83,-121.5,15,1896,408,893,334,1.6948,1,0,0,0,87500
37.49,-122.25,43,2607,477,1225,461,4.224,0,0,0,1,349600
34.1,-118.35,26,3977,1050,1720,935,3.358,0,0,0,0,364500
33.62,-117.91,32,1997,427,944,426,4.4063,0,0,0,0,500001
32.79,-115.55,22,565,162,692,141,1.2083,1,0,0,0,53600
34.08,-118.06,34,1197,260,942,245,3.4202,0,0,0,0,189100
33.72,-116.23,32,4981,1326,3779,1186,1.7805,1,0,0,0,76900
33.99,-118.26,30,1702,443,1966,442,1.5521,0,0,0,0,97500
38.56,-121.4,22,2623,357,838,368,7.143,1,0,0,0,327800
36.67,-121.67,24,3071,544,1477,560,3.9219,0,0,0,0,222500
40.67,-122.38,10,2281,444,1274,438,2.212,1,0,0,0,65600
37.44,-122.18,44,2237,347,948,346,8.2436,0,0,0,1,500001
33.95,-118.2,35,1924,520,2101,541,2.4267,0,0,0,0,151500
34.04,-117.91,15,8749,1761,5278,1691,4.6324,0,0,0,0,168800
37.77,-121.48,19,2364,373,1264,390,5.0176,1,0,0,0,274200
34.71,-117.96,32,3511,646,1733,510,3.46,1,0,0,0,123900
33.99,-117.98,26,3343,455,1429,457,7.0778,0,0,0,0,334300
38.71,-120.87,13,2692,470,1302,420,4,1,0,0,0,167400
38.01,-121.8,44,3184,581,1399,548,2.7234,1,0,0,0,110200
34.03,-117.08,23,3862,699,2082,652,3.154,1,0,0,0,115700
34.02,-117.64,10,4887,930,2637,831,4.0611,1,0,0,0,158000
37.27,-122.03,32,4350,645,1551,609,7.8279,0,0,0,0,500001
34.07,-117.73,34,4038,725,2716,759,4.1339,1,0,0,0,135000
37,-121.97,25,990,166,522,185,4.8269,0,0,0,1,272900
34.17,-118.54,25,3352,891,1815,860,2.8528,0,0,0,0,425000
37.75,-122.43,52,2285,509,839,456,4.7946,0,0,1,0,355600
34.05,-118.2,8,762,204,728,174,2.4886,0,0,0,0,137500
37.74,-122.14,52,1071,201,440,192,4.0662,0,0,1,0,204200
34.44,-119.71,41,2220,367,927,355,5.3184,0,0,0,0,376000
34.14,-117.23,16,2577,521,956,472,2.5625,1,0,0,0,129400
39.66,-120.48,32,1516,289,304,131,1.8839,1,0,0,0,71000
34.16,-117.34,31,1606,354,1049,335,2.1935,1,0,0,0,72700
37.57,-122.48,34,4648,806,2282,814,4.5556,0,0,0,1,249000
34.01,-118.13,40,2412,629,2119,600,2.075,0,0,0,0,151100
33.89,-118.16,6,1655,536,1201,487,1.7344,0,0,0,0,145800
33.75,-117.93,24,1380,339,1472,304,4.2219,0,0,0,0,162800
38.92,-120,26,529,116,191,83,3.5,1,0,0,0,103600
34.17,-118.45,21,2152,527,996,470,3.2386,0,0,0,0,277300
38.75,-121.16,27,771,108,315,111,8.4882,1,0,0,0,276600
32.75,-117.05,29,2767,612,1437,587,2.8306,0,0,0,1,142900
34.72,-120.27,14,1289,277,693,237,3.2569,0,0,0,0,230800
33.94,-118.21,40,2227,594,2244,580,2.4459,0,0,0,0,143800
37.72,-122.43,52,3351,719,2101,706,3.0107,0,0,1,0,242000
39.52,-121.53,30,1030,161,448,159,2.4821,1,0,0,0,73800
33.92,-114.67,17,97,24,29,15,1.2656,1,0,0,0,27500
34.02,-118.09,28,1984,313,1099,343,4.5526,0,0,0,0,250200
38.9,-121.07,52,1280,281,523,266,1.7375,1,0,0,0,122200
37.4,-122.1,23,1755,508,1374,506,4.3077,0,0,1,0,293500
34.19,-118.62,35,1934,307,905,315,5.5101,0,0,0,0,267400
33.97,-118.23,47,932,295,1226,264,1.6065,0,0,0,0,111400
34.02,-117.58,4,5998,1092,3182,1042,5.2692,1,0,0,0,174800
33.24,-117.29,5,3109,634,1823,578,3.1875,0,0,0,0,153800
33.47,-117.63,4,1969,280,805,271,7.6012,0,0,0,1,310800
37.81,-121.21,8,1883,298,999,301,5.193,1,0,0,0,172100
33.54,-117.7,4,4956,693,1802,625,7.9338,0,0,0,0,354700
39.25,-121.18,9,3415,562,1208,479,4.3646,1,0,0,0,185900
33.98,-118.36,46,1425,283,782,273,5.057,0,0,0,0,246300
34.01,-118.13,45,1179,268,736,252,2.7083,0,0,0,0,161800
36.51,-119.65,30,1671,319,966,282,3.1333,1,0,0,0,100000
34.12,-117.85,30,4367,1033,2524,954,3.0448,1,0,0,0,192100
33.96,-118.39,45,1436,374,662,292,3.625,0,0,0,0,329400
33.36,-117.22,16,3165,482,1351,452,4.605,0,0,0,0,263300
33.13,-117.07,17,6817,1632,4526,1474,2.6152,0,0,0,0,135300
35.4,-118.91,10,3587,774,1398,763,2.569,1,0,0,0,113000
33.9,-117.83,23,2446,360,1196,359,6.5755,0,0,0,0,272800
33.97,-117.41,34,2316,365,956,389,4.337,1,0,0,0,157800
33.93,-117.97,31,1975,373,918,347,4.4107,0,0,0,0,202000
33.95,-118.14,42,1413,228,630,219,6.8564,0,0,0,0,300000
33.87,-118.3,27,3144,722,1510,680,3.1597,0,0,0,0,214700
37.8,-122.19,52,1813,271,637,277,4.0114,0,0,1,0,263400
37.45,-122.16,52,1135,219,441,200,7.5418,0,0,1,0,492000
37.87,-122.03,21,3521,447,1396,467,8.2673,0,0,1,0,358700
33.93,-117.93,25,2431,534,1702,523,3.7933,0,0,0,0,184400
38.02,-121.35,15,3583,644,2183,643,3.428,1,0,0,0,140700
33.94,-117.38,21,2468,380,1164,385,4.0625,1,0,0,0,136800
33.92,-118.33,23,969,288,670,251,3.267,0,0,0,0,185400
33.84,-117.97,34,874,153,549,153,4.8667,0,0,0,0,186800
37.78,-122.45,43,1452,397,897,393,4.1319,0,0,1,0,322700
38.87,-122.64,16,1177,240,519,199,1.5739,1,0,0,0,73500
38.53,-122.82,27,1823,360,907,317,3.276,0,0,0,0,172900
37.51,-119.99,14,2878,617,1011,509,1.398,1,0,0,0,103800
36.98,-122.04,51,1076,206,495,201,2.9286,0,0,0,1,258300
37.34,-121.96,42,2001,402,942,375,4.4453,0,0,0,0,255400
32.76,-116.97,33,3071,466,1348,513,6.1768,0,0,0,0,228900
34.08,-117.36,4,8866,1832,4775,1554,3.7348,1,0,0,0,125800
38.61,-121.33,21,2453,518,1326,505,2.7079,1,0,0,0,148000
37.96,-121.97,28,1433,290,877,313,4.7891,1,0,0,0,184800
33.91,-118.37,41,1869,427,1334,435,3.9355,0,0,0,0,227800
33.64,-117.69,18,3783,654,1843,623,5.7559,0,0,0,0,215800
40.43,-122.29,21,2842,640,1658,608,1.9943,1,0,0,0,59800
32.71,-117.06,25,2681,596,1947,553,2.8964,0,0,0,1,104300
32.8,-117.25,30,2061,631,1007,577,2.5813,0,0,0,1,253100
37.93,-122.54,43,2998,470,970,430,5.5385,0,0,1,0,431800
37,-119.48,16,2904,551,1467,509,3.1736,1,0,0,0,111800
33.28,-116.32,19,1791,367,327,185,3.3625,1,0,0,0,100000
33.84,-118.31,52,1819,464,1068,424,3.625,0,0,0,0,270700
33.88,-118.37,20,2439,474,1219,497,5.9619,0,0,0,0,335900
37.77,-122.27,52,2252,388,1033,434,5.5337,0,0,1,0,372000
35.36,-119.05,16,4507,1049,2261,959,3.3261,1,0,0,0,118400
33.93,-118.34,37,1638,407,1341,369,3.0677,0,0,0,0,167700
33.08,-117.27,7,2949,447,1335,426,6.0922,0,0,0,1,342400
37.79,-122.27,27,1055,347,718,302,2.6354,0,0,1,0,187500
33.93,-117.5,19,4741,835,2903,796,4.3723,1,0,0,0,135600
34.26,-118.75,26,1767,265,1040,250,5.4787,0,0,0,0,198100
32.74,-117.12,46,1898,441,978,439,3.2708,0,0,0,1,155200
33.93,-118.24,37,1027,258,824,248,1.5132,0,0,0,0,86300
37.56,-122.32,49,2016,299,691,288,5.549,0,0,0,1,500001
34.17,-118.13,49,1962,435,1329,457,3.2898,0,0,0,0,200000
33.74,-118.1,31,1310,342,563,310,4.6528,0,0,0,1,457100
33.87,-118.39,19,3303,584,1329,569,7.521,0,0,0,0,340400
38.69,-119.78,17,1364,282,338,152,2.45,1,0,0,0,117600
32.91,-117.13,16,3230,579,1825,576,4.2969,0,0,0,0,151200
39.16,-121.56,12,3349,642,2029,619,2.9647,1,0,0,0,88800
32.63,-117.04,26,2756,422,1166,398,5.1354,0,0,0,1,181600
37.69,-121.75,26,2647,536,1422,522,3.7212,1,0,0,0,183800
32.67,-117.05,16,2168,343,1589,338,5.4863,0,0,0,1,153800
34.15,-117.8,14,7876,1253,3699,1162,5.5423,1,0,0,0,248700
33.75,-118.3,48,1958,386,1098,380,4.625,0,0,0,0,273400
37.73,-121.12,35,1107,227,573,210,2.3924,1,0,0,0,102200
37.97,-122.32,29,2347,464,1135,490,3.9722,0,0,1,0,161000
37.58,-122.08,16,3349,544,2003,488,6.0074,0,0,1,0,236500
33.99,-118.1,31,965,217,599,206,2.7202,0,0,0,0,190300
33.64,-117.92,25,2224,580,985,516,3.1305,0,0,0,0,268800
33.94,-117.14,5,4873,639,1947,568,6.3223,1,0,0,0,223200
34.03,-118.43,26,1706,516,894,435,3.1875,0,0,0,0,372700
34.15,-118.35,52,1680,238,493,211,9.042,0,0,0,0,500001
33.89,-118.25,35,1582,391,1957,404,2.4537,0,0,0,0,91500
37.89,-122.52,17,4363,1041,1640,989,3.9531,0,0,1,0,417600
35.59,-120.63,9,5782,1184,3026,1130,2.6528,0,0,0,0,113500
36.6,-119.44,5,2353,608,2505,573,2.2863,1,0,0,0,69200
34.1,-117.45,9,4288,1017,3156,900,2.7827,1,0,0,0,105800
36.61,-121.83,27,2248,466,1644,453,3.2545,0,0,0,0,131200
37.35,-121.96,37,1755,325,699,321,3.925,0,0,0,0,251300
33.75,-117.9,32,1893,431,2245,426,3.7143,0,0,0,0,163000
40.79,-124.17,43,2285,479,1169,482,1.9688,0,0,0,1,70500
33.79,-118.37,36,1596,234,654,223,8.2064,0,0,0,1,500001
34.19,-118.49,23,2087,571,1809,553,3.1667,0,0,0,0,202000
33.87,-118.4,34,3145,786,1352,727,5.0976,0,0,0,0,469800
34.09,-118.17,33,2907,797,3212,793,2.2348,0,0,0,0,146600
